productid,name,fl_drupallongitude,fl_drupallatitude,statecode,fl_drupaltypeemptyspaceconventional,fl_drupaltypemanagedoffice,fl_drupaltypeservicedoffice,fl_drupalservicesfullyfurnished,new_region
fdc34cbf-9772-ea11-a811-000d3a20f014,Pieter Braaijweg 203,,,1,,,,,Amsterdam
8044e821-5273-ea11-a811-000d3a20f014,Parkweg 22,,,1,,,,,Voorburg
006b3f39-c274-ea11-a811-000d3a20f014,Rhijnspoor 209-263,4.561695,51.9220173,0,True,False,False,False,Capelle aan den IJssel
813d17ee-f274-ea11-a811-000d3a20f014,Delflandlaan 2,,,1,,,,,Amsterdam
3694168c-7979-ea11-a811-000d3a20f014,Am Bahnhof Westend 9,13.28606,52.51817,0,False,False,True,False,Berlin
fd6d4df0-f07e-ea11-a811-000d3a20f014,Knollendamstraat 7A,,,1,,,,,Amsterdam
d1c50c57-187f-ea11-a811-000d3a20f014,Karl-Liebknecht-Straße 5,,,1,,,,,Berlin
ce0330dc-a080-ea11-a811-000d3a20f014,Aert van Nesstraat 45,,,1,,,,,Rotterdam
ae188f3e-a680-ea11-a811-000d3a20f014,Budapester Straße 46,13.3356,52.50558,0,False,False,True,False,Berlin
11958e93-ae80-ea11-a811-000d3a20f014,Budapester Straße 35,13.3417329,52.5054275,0,False,False,True,False,Berlin
3a6a1371-a383-ea11-a811-000d3a20f014,Van der Takstraat 8,4.4956429,51.914684,1,False,False,True,False,Rotterdam
d3d4f541-ac83-ea11-a811-000d3a20f014,Van Heekstraat 15,4.4065091,51.9311652,0,True,True,False,False,Schiedam
e86dce5f-b483-ea11-a811-000d3a20f014,Willem de Zwijgerlaan 2,4.4943214,52.1697574,0,False,False,True,True,Leiden
f57ac911-c583-ea11-a811-000d3a20f014,Zomerhofstraat 84,4.4789301,51.9286609,0,False,True,True,False,Rotterdam
288447a0-ff85-ea11-a811-000d3a20f014,Ijsselmeerlaan 2,,,1,,,,,Weesp
54d3e634-2989-ea11-a811-000d3a20f014,Schepen Bierwischstraat 5-7,,,1,,,,,Arnhem
6710c1cf-3489-ea11-a811-000d3a20f014,Gooimeer 1,,,1,,,,,Naarden
dbaa996a-3a89-ea11-a811-000d3a20f014,Romeinsesteenweg 456,4.3536708,50.9015146,0,False,False,True,False,Grimbergen
11249f08-4b89-ea11-a811-000d3a20f014,Leonard Springerlaan 7,6.5561655,53.2036788,0,False,True,False,False,Groningen
a92be024-4e89-ea11-a811-000d3a20f014,Friesestraatweg 207-221,6.5338106,53.2279609,0,False,True,False,False,Groningen
cb9874e6-5a89-ea11-a811-000d3a20f014,10 Rue du Faubourg Montmartre,2.3433739,48.8723369,1,False,False,True,False,Paris
3110a161-5c89-ea11-a811-000d3a20f014,12 Rue Auber,,,2,,,,,Paris
a5c1c9ad-b88b-ea11-a811-000d3a20f014,1 Place d’Estienne d’Orves,2.3309084,48.8764046,1,False,False,True,False,Paris
79df1653-788f-ea11-a811-000d3a20f014,Zeppelinstraße 71-73,11.5862474,48.1300154,0,False,False,True,False,Munich
b87b51e4-7190-ea11-a811-000d3a20f014,Diamantstraat 8,48.063.419,511.591.033,0,False,False,True,False,Herentals
9d8c8c5a-fc90-ea11-a811-000d3a20f014,Herengracht 442,,,1,,,,,Amsterdam
00b31767-0691-ea11-a811-000d3a20f014,Am Neuen Markt 9E-F,13.0572812,52.3964607,0,False,False,True,False,Potsdam
094068d5-2491-ea11-a811-000d3a20f014,Hendrik Figeeweg 5,46.531.015,523.886.596,0,False,True,False,False,Haarlem
aab26da6-6d93-ea11-a811-000d3a20f014,Woluwelaan 2,4.4327357,50.8343103,0,True,False,False,False,Woluwe-Saint-Pierre
5853124d-8e93-ea11-a811-000d3a20f014,5 Place du colonel Fabien,,,1,,,,,Paris
7e5928a1-8f93-ea11-a811-000d3a20f014,50 Rue du Faubourg Saint-Antoine,,,1,,,,,Paris
9299bf5c-9593-ea11-a811-000d3a20f014,34 Rue de Montmorency,,,1,,,,,Paris
3c7861c8-d295-ea11-a811-000d3a20f014,Staffelseestraße 8,,,1,,,,,München
388aafb1-df95-ea11-a811-000d3a20f014,Kantstraße 17,,,1,,,,,Berlin
905f9372-f395-ea11-a811-000d3a20f014,Grüner Weg 28,,,1,,,,,Köln
73991532-b096-ea11-a811-000d3a20f014,Schellingstraße 109,11.5664366,48.1528501,0,False,False,True,False,Munich
d90c3447-b696-ea11-a811-000d3a20f014,Schönhauser Allee 163,13.4119296,52.5354241,0,False,False,True,False,Berlin
905434fd-c9a0-ea11-a812-000d3a20f014,Transistorstraat 22,5.1811515,52.3467667,0,True,True,True,False,Almere
96789f9f-b2a4-ea11-a812-000d3a20f014,Van Den Eijndekade 2,4.6266661,52.3468565,0,True,True,False,False,Heemstede
a2e9b47f-cfa4-ea11-a812-000d3a20f014,Opernplatz 14,8.6729054,50.1158848,0,False,True,True,False,Frankfurt
2e12ddd6-92a5-ea11-a812-000d3a20f014,Avenue Wielemans Ceuppens 45,4.3283515,50.8237863,0,True,False,False,False,Forest
af9d9e25-98a5-ea11-a812-000d3a20f014,Generaal Cronjestraat 57,4.6415837,52.3940204,0,True,False,False,False,Haarlem
c6b4fe91-10a7-ea11-a812-000d3a20f014,Paasheuvelweg 33,4.9519867,52.2983505,0,False,False,True,False,Amsterdam
e89a8a30-64aa-ea11-a812-000d3a20f014,Harkortstraße 95,9.9392206,53.5603162,1,False,False,True,False,Hamburg
4634444d-f1aa-ea11-a812-000d3a20f014,Rozengracht 133,4.8789349,52.372636,0,False,False,True,True,Amsterdam
e4739838-efab-ea11-a812-000d3a20f014,Schmuggelstieg 27,99.999.129,536.809.221,1,False,False,True,False,Hamburg
45a08dbd-b9ac-ea11-a812-000d3a20f014,Ligusterbaan 2,45.747.445,519.560.673,1,False,True,False,False,Capelle aan den IJssel
71c7fcae-d6ae-ea11-a812-000d3a20f014,10 Rue Bergère,,,1,,,,,Paris
a0b5ce94-dcae-ea11-a812-000d3a20f014,48 Rue du Château d'Eau,2.3586815,48.8711431,1,False,False,True,False,Paris
a5128ff4-dfae-ea11-a812-000d3a20f014,226 Boulevard Voltaire,2.388279,48.8526255,0,False,False,True,False,Paris
a02aab3b-44b1-ea11-a812-000d3a20f014,Transformatorweg 104,,,1,,,,,Amsterdam
0cc2eb80-47b1-ea11-a812-000d3a20f014,Transformatorweg 102,4.8486072,52.3924425,1,True,False,False,False,Amsterdam
ffa4b877-06b2-ea11-a812-000d3a20f014,Daalsesingel 51-71,,,1,,,,,Utrecht
07cdc128-b5b6-ea11-a812-000d3a20f014,Rue Victor Oudart 7,43.924.554,508.492.574,0,False,True,False,False,Schaerbeek
35ebd63d-c5b6-ea11-a812-000d3a20f014,Grote Voort 221-225,,,1,,,,,Zwolle
d49ec5a9-e3b6-ea11-a812-000d3a20f014,Koningin Wilhelminaplein 13,4.8412041,52.3545384,0,True,False,False,False,Amsterdam
639e09dd-71bc-ea11-a812-000d3a20f014,Elsenheimerstraße 15,11.5194914,48.1395376,0,False,False,True,False,Munich
4b19a79f-bcc2-ea11-a812-000d3a20f014,A. Hofmanweg 1,46.667.271,523.929.583,1,True,True,True,False,Haarlem
86e9b342-d1c5-ea11-a812-000d3a20f014,24 Avenue du Prado,53.843.502,432.841.406,0,False,False,True,False,Marseille
936f2ed3-3dc7-ea11-a812-000d3a20f014,'t Goylaan 1,5.116143,52.0664907,1,True,True,False,False,Utrecht
b60d5d2f-63ca-ea11-a812-000d3a20f014,Stadhuisplein 10,5.4794905,51.4348972,0,True,True,False,False,Eindhoven
ac0941b3-69ca-ea11-a812-000d3a20f014,2 Rue Dieu,,,1,,,,,Paris
ae5ea966-70ca-ea11-a812-000d3a20f014,6 Rue Jean Jaurès,2.4173015,48.8665485,0,False,False,True,False,Bagnolet
8d1207a7-93ca-ea11-a812-000d3a20f014,Olympisch Stadion 40,,,1,,,,,Amsterdam
a72232c3-26cb-ea11-a812-000d3a20f014,30 Terrasse Bellini,22.502.011,48.887.114,0,False,False,True,False,Puteaux
7883d92a-0acc-ea11-a812-000d3a20f014,Atoomweg 63,5.0553216,52.1160949,0,False,True,True,False,Utrecht
63a35b1a-c9d0-ea11-a812-000d3a20f014,Utrechtseweg 69,52.284.153,520.912.099,1,False,True,False,False,Zeist
e090bc70-add1-ea11-a812-000d3a20f014,Weinbauernstraße 12,,,1,,,,,München
ab8e8be7-0849-eb11-a812-000d3a20f014,Mariahilfer Straße 123,163.410.137,481.952.643,0,False,False,True,False,Vienna
99d6ed7f-1249-eb11-a812-000d3a20f014,Kohlmarkt 10-Aug,163.678.892,482.092.147,0,False,False,True,False,Vienna
822d1389-1649-eb11-a812-000d3a20f014,Ausstellungsstraße 50,164.102.855,482.172.229,0,False,False,True,False,Vienna
3b02821b-1a49-eb11-a812-000d3a20f014,Mooslackengasse 17,163.653.418,482.499.714,0,False,False,True,False,Vienna
9c44b4e6-1d49-eb11-a812-000d3a20f014,Herrengasse 1-3,16.3660906,48.20834,0,False,False,True,False,Vienna
880de48b-1f49-eb11-a812-000d3a20f014,Gertrude-Fröhlich-Sandner-Straße 2-4,16.3780778,48.1862268,0,False,False,True,False,Vienna
75ef840c-2349-eb11-a812-000d3a20f014,Wienerbergstraße 11-12a,16.3463654,48.1695499,0,False,False,True,False,Vienna
7d433909-2449-eb11-a812-000d3a20f014,Office Park 1,165.646.284,481.226.038,1,False,False,True,False,Vienna
16e547f2-2549-eb11-a812-000d3a20f014,Leopold-Ungar-Platz 2,163.672.505,482.481.458,0,False,False,True,False,Vienna
9210b827-2649-eb11-a812-000d3a20f014,Simmeringer Hauptstraße 24,164.069.459,481.818.496,0,False,False,True,False,Vienna
106c2167-2649-eb11-a812-000d3a20f014,Graben 19,163.682.343,482.094.433,0,False,False,True,False,Vienna
8d4a83ad-2649-eb11-a812-000d3a20f014,Thomas-Klestil-Platz 13,164.131.033,481.927.137,0,False,False,True,False,Vienna
b956faf2-2649-eb11-a812-000d3a20f014,Kärntner Ring 7-May,163.727.426,482.021.236,0,False,False,True,False,Vienna
16cfdb3b-2749-eb11-a812-000d3a20f014,Wiedner Gürtel 13,163.765.425,481.860.944,0,False,False,True,False,Vienna
007cf3a6-2749-eb11-a812-000d3a20f014,Europaplatz 2,163.375.983,48.196.719,0,False,False,True,False,Vienna
442ef4f8-2749-eb11-a812-000d3a20f014,Mariahilfer Straße 36,1.635.435,48.200.056,0,False,False,True,False,Vienna
f617f176-2849-eb11-a812-000d3a20f014,Handelskai 94-96,163.866.093,482.405.498,0,False,False,True,False,Vienna
672971a9-2849-eb11-a812-000d3a20f014,Fleischmarkt 1,16.3760442,48.2110854,0,False,False,True,False,Vienna
914a92e7-2849-eb11-a812-000d3a20f014,Donau-City-Straße 7,164.133.024,482.325.339,0,False,False,True,False,Vienna
f928e325-2949-eb11-a812-000d3a20f014,Schottenring 16,163.665.619,482.151.667,1,False,False,True,False,Vienna
2321106e-1054-eb11-a812-000d3a20f014,Via Domenico Scarlatti 7,9.2108917,45.4820663,1,False,False,True,False,Milan
398534ea-2254-eb11-a812-000d3a20f014,11-13 Rue Martel,,,1,,,,,Paris
e68c78af-ac55-eb11-a812-000d3a20f014,Wijkermeerstraat 5,,,1,,,,,Hoofddorp
29039e8a-7d59-eb11-a812-000d3a20f014,Leuvensesteenweg 643,45.041.842,508.778.987,0,False,False,True,False,Zaventem
b7959f3c-555a-eb11-a812-000d3a20f014,Fabrieksstraat 55,4.4614538,50.8878511,0,True,False,False,False,Zaventem
03c84aad-5c5a-eb11-a812-000d3a20f014,25-27 Rue de Tolbiac,2.3736214,48.8286242,0,False,False,True,False,Paris
4f17fa30-065c-eb11-a812-000d3a20f014,Avenue des Olympiades 2,4.4061825,50.8701087,0,True,False,False,False,Evere
c1c92b6b-8dd5-ea11-a813-000d3a20f014,Mercuriusplein 1,4.6972795,52.2930374,0,False,False,True,False,Hoofddorp
7f730189-5be1-ea11-a813-000d3a20f014,Montoyerstraat 23,,,1,,,,,Brussel
446d90e3-85e3-ea11-a813-000d3a20f014,Neuer Wall 80,9.9874786,53.5506279,0,False,False,True,False,Hamburg
5435f70b-a5e3-ea11-a813-000d3a20f014,34 Avenue des Champs-Élysées,2.3083627,48.8699585,0,False,False,True,False,Paris
3019b7ae-effb-ea11-a813-000d3a20f014,Beursplein 5,,,1,,,,,Amsterdam
1ac46dc6-0ffc-ea11-a813-000d3a20f014,Olympisch Stadion 10,,,1,,,,,Amsterdam
4a2e2d1d-a3fd-ea11-a813-000d3a20f014,Ruimtevaart 22-24,5.3983091,52.1957966,0,True,True,False,True,Amersfoort
93411f89-6bfe-ea11-a813-000d3a20f014,Bld Bischoffsheim 15,4.3683066,50.8501767,0,False,False,True,False,Brussels
b8c3402c-2103-eb11-a813-000d3a20f014,Herengracht 551,,,1,,,,,Amsterdam
4425cbf5-2103-eb11-a813-000d3a20f014,Keizersgracht 560-562,,,1,,,,,Amsterdam
1ea9c356-d607-eb11-a813-000d3a20f014,Langenfelder Straße 111,,,1,,,,,Hamburg
18130f3e-5b09-eb11-a813-000d3a20f014,Fascinatio Boulevard 200,4.5358397,51.9199252,0,False,True,True,False,Rotterdam
2ede8f04-7409-eb11-a813-000d3a20f014,Lange Kleiweg 14,43.247.764,520.367.308,0,False,True,True,False,Rijswijk
a7f20d4f-e812-eb11-a813-000d3a20f014,Via Camillo Finocchiaro Aprile 14,9.1998538,45.478966,0,False,False,True,False,Milan
9d0fe6ee-8b13-eb11-a813-000d3a20f014,Middelmolenlaan 175,44.659.328,512.351.074,0,False,False,True,False,Antwerp
613d0c33-4714-eb11-a813-000d3a20f014,159 Avenue Charles de Gaulle,,,1,,,,,Neuilly-Sur-Seine
90e67228-6514-eb11-a813-000d3a20f014,Via Gaudenzio Fantoli 7,9.2510897,45.4518643,0,True,True,False,False,Milan
94c7765d-7d17-eb11-a813-000d3a20f014,2 Rue Berthelot,,,1,,,,,Courbevoie
efefdff1-2219-eb11-a813-000d3a20f014,Fahrenheitstraat 99,,,1,,,,,Amsterdam
db93c851-1f1d-eb11-a813-000d3a20f014,Ziegeleiweg 6,7.0171716,50.9000955,0,False,False,True,False,Cologne
6da8db44-2624-eb11-a813-000d3a20f014,Karl-Hammerschmidt-Straße 32-42,1.168.306,4.814.928,0,False,True,False,False,Aschheim
bfff8c9a-2924-eb11-a813-000d3a20f014,Hansaring 61,6.9478533,50.9476508,0,False,False,True,False,Cologne
e6e40343-ce24-eb11-a813-000d3a20f014,Prins Hendrikkade 21,,,1,,,,,Amsterdam
fc1e484d-9e29-eb11-a813-000d3a20f014,Weteringschans 28,,,1,,,,,Amsterdam
54beccc7-a229-eb11-a813-000d3a20f014,Entrada 200,,,1,,,,,Amsterdam
01aed974-ae29-eb11-a813-000d3a20f014,Kipdorpbrug 1,4.4155239,51.2200064,0,False,False,True,True,Antwerp
c960fdef-bb29-eb11-a813-000d3a20f014,Sweelinckplein 1,4.2873397,52.0841015,0,False,False,True,False,The Hague
36f5670a-0e2b-eb11-a813-000d3a20f014,Stadthausbrücke 5,9.9853458,53.5514597,0,False,False,True,False,Hamburg
d8ddd919-392b-eb11-a813-000d3a20f014,Willemsplein 44,5.906.742,519.831.345,1,True,False,False,False,Arnhem
55719bed-352e-eb11-a813-000d3a20f014,Keizersgracht 424,,,1,,,,,Amsterdam
4d0d3ab0-b230-eb11-a813-000d3a20f014,132 Rue Bossuet,48.575.674,45.768.373,0,False,False,True,False,Lyon
af239d96-bf30-eb11-a813-000d3a20f014,Waldorpstraat 11-17,4.3243633,52.0697209,0,False,False,True,False,The Hague
b3d837aa-b534-eb11-a813-000d3a20f014,Donauweg 2,4.8381252,52.3960764,0,True,False,False,True,Amsterdam
920b0643-4439-eb11-a813-000d3a20f014,Weihenstephaner Straße 28-30,11.6233868,48.1307565,0,False,False,True,False,Munich
4661dc14-5139-eb11-a813-000d3a20f014,Kingsfordweg 43-117,4.8431787,52.3864741,0,True,False,False,False,Amsterdam
5a043060-6139-eb11-a813-000d3a20f014,Wilgenweg 10B,,,1,,,,,Amsterdam
67e767f1-6939-eb11-a813-000d3a20f014,Via Dante 16,9.1830956,45.4676204,0,False,False,True,False,Milan
5aa4b591-6b39-eb11-a813-000d3a20f014,Viale Abruzzi 94,9.2181982,45.4854762,0,False,False,True,False,Milan
a98490df-6c39-eb11-a813-000d3a20f014,Via San Bovio 3,9.304.009,454.763.189,0,False,False,True,False,Novegro-Tregarezzo
f644484e-6e39-eb11-a813-000d3a20f014,Bastioni di Porta Nuova 21,9.188095,45.4799732,0,False,False,True,False,Milan
44a5b428-7339-eb11-a813-000d3a20f014,Via Uberto Visconti di Modrone 15,9.1996847,45.4645953,0,False,False,True,False,Milan
147f41cb-213a-eb11-a813-000d3a20f014,Boulevard Grande-Duchesse Charlotte 26,61.193.085,496.101.073,0,False,False,True,False,Luxembourg
92b82793-223a-eb11-a813-000d3a20f014,Rue de Luxembourg 60,6.320.299,495.538.594,0,False,False,True,False,Assel
79c155ce-243a-eb11-a813-000d3a20f014,Rue Glesener 21,6.1305861,49.6019697,0,False,False,True,False,Luxembourg
ded77d98-273a-eb11-a813-000d3a20f014,Via Giovanni Spadolini 7,9.190165,45.4434933,0,False,False,True,False,Milan
140d9245-293a-eb11-a813-000d3a20f014,Route d'Esch 70,61.199.076,496.017.151,0,False,False,True,False,Luxembourg
3d728ac3-293a-eb11-a813-000d3a20f014,Rue d'Arlon 4,59.641.289,496.471.094,0,False,False,True,False,Windhof
15614e11-2a3a-eb11-a813-000d3a20f014,Via Giuseppe Mengoni 4,9.1884381,45.4651742,0,False,False,True,False,Milan
5708491f-2a3a-eb11-a813-000d3a20f014,Zone Industrielle Scheleck 1 1,60.917.517,49.501.395,0,False,False,True,False,Bettembourg
79d4ab76-2a3a-eb11-a813-000d3a20f014,Rue du Nord 2-4,6.1324284,49.6120538,0,False,False,True,False,Luxembourg
6ab5b3c0-2a3a-eb11-a813-000d3a20f014,Avenue du Blues 9,59.396.506,495.020.261,0,False,False,True,False,Sanem
b2776e3b-2b3a-eb11-a813-000d3a20f014,Viale Milano Fiori 6,9.146027,45.3996378,0,False,False,True,False,Assago
ada0e4d7-2b3a-eb11-a813-000d3a20f014,Boulevard de la Pétrusse 124,61.296.463,496.064.816,0,False,False,True,False,Luxembourg
a364993e-2c3a-eb11-a813-000d3a20f014,Via del Bosco Rinnovato 6,9.1508209,45.409476,0,False,False,True,False,Assago
8b0eb968-2c3a-eb11-a813-000d3a20f014,Rue Goethe 5,61.291.289,496.065.654,0,False,False,True,False,Luxembourg
c687565c-2d3a-eb11-a813-000d3a20f014,Boulevard Grande-Duchesse Charlotte 51,61.187.301,496.102.247,0,False,False,True,False,Luxembourg
afb286c9-2d3a-eb11-a813-000d3a20f014,Rue Mathias Hardt 8-10,6.1307064,49.6062798,0,False,False,True,False,Luxembourg
8f63da49-2e3a-eb11-a813-000d3a20f014,Via Caldera 21,9.1018628,45.4781374,0,False,False,True,False,Milan
d50a259c-2e3a-eb11-a813-000d3a20f014,32-34 Boulevard Grande-Duchesse Charlotte,,,1,,,,,Luxembourg
c12d2e68-303a-eb11-a813-000d3a20f014,Viale Monza 347,9.2267665,45.520979,0,False,False,True,False,Milan
7f4f7b83-313a-eb11-a813-000d3a20f014,Avenue de la Liberté 13-15,6.1290214,49.6063577,0,False,False,True,False,Luxembourg
ac6feeb5-313a-eb11-a813-000d3a20f014,Via Nino Bixio 31,9.2113124,45.4726762,0,False,False,True,False,Milan
2f21cefa-323a-eb11-a813-000d3a20f014,Viale Certosa 218,9.1318945,45.4992741,0,False,False,True,False,Milan
77abf437-333a-eb11-a813-000d3a20f014,12C Impasse Drosbach,,,1,,,,,Luxembourg
d3cf32b3-333a-eb11-a813-000d3a20f014,Avenue Pasteur 14-16,6.1236459,49.6185994,0,False,False,True,False,Luxembourg
412bd9f7-333a-eb11-a813-000d3a20f014,Avenue de la Liberté 16A,6.129.591,496.048.916,0,False,False,True,False,Luxembourg
41ea6a86-343a-eb11-a813-000d3a20f014,Place de Paris 2,61.313.215,496.039.962,0,False,False,True,False,Luxembourg
7189229f-343a-eb11-a813-000d3a20f014,Viale Certosa 218,9.1318945,45.4992741,0,False,False,True,False,Milan
87b8e6d1-343a-eb11-a813-000d3a20f014,Avenue du Swing 7,5.9414326,49.5018202,0,False,False,True,False,Esch-sur-Alzette
36578858-353a-eb11-a813-000d3a20f014,Rue de l'Industrie 15,6.067.551,496.107.945,0,False,False,True,False,Bertrange
5483d384-353a-eb11-a813-000d3a20f014,Corso Europa 15,9.19726,45.4652,0,False,False,True,False,Milan
ee9bb2e9-353a-eb11-a813-000d3a20f014,Rue de l'Industrie 19,60.689.379,496.109.539,0,False,False,True,False,Bertrange
01a3fb3d-363a-eb11-a813-000d3a20f014,Rue de l'Industrie 44,60.786.545,496.122.801,0,False,False,True,False,Strassen
b90a3a89-373a-eb11-a813-000d3a20f014,Heienhaff 5,6.220.243,49.636.123,0,False,False,True,False,Senningerberg
8414e837-383a-eb11-a813-000d3a20f014,Rue Edward Steichen 2628,61.716.411,496.305.182,0,False,False,True,False,Luxembourg
228e2b82-383a-eb11-a813-000d3a20f014,Avenue J-f Kennedy 43,6.171.475,496.328.072,0,False,False,True,False,Luxembourg
846301dc-383a-eb11-a813-000d3a20f014,Avenue J-F Kennedy 46a,6.105.792,49.848.739,0,False,False,True,False,Luxembourg
41eabb71-393a-eb11-a813-000d3a20f014,Rue Edward Steichen 2,61.769.521,496.337.926,0,False,False,True,False,Luxembourg
c59f87e1-393a-eb11-a813-000d3a20f014,Boulevard Royal 26,61.256.158,496.110.769,0,False,False,True,False,Luxembourg
6a146b41-3a3a-eb11-a813-000d3a20f014,Avenue de la Gare 42-44,6.1328189,49.6025737,0,False,False,True,False,Luxembourg
889cdd8c-3a3a-eb11-a813-000d3a20f014,Rue de Turi 1,61.124.293,495.330.034,0,False,False,True,False,Livange
7b19d2c9-3a3a-eb11-a813-000d3a20f014,Rue du puits Romain 33,607.722,4.960.849,0,False,False,True,False,Bertrange
de2e952b-3b3a-eb11-a813-000d3a20f014,Rue du Chateau d'Eau 10a,60.763.547,495.639.226,0,False,False,True,False,Leudelange
804c376f-3b3a-eb11-a813-000d3a20f014,Place de la Gare 5,61.338.893,496.010.303,0,False,False,True,False,Luxembourg
ca5f2ca6-3b3a-eb11-a813-000d3a20f014,Boulevard Royal 53,61.265.501,4.961.029,0,False,False,True,False,Luxembourg
517b3f93-c13a-eb11-a813-000d3a20f014,Corso Italia 3,9.1882706,45.4597036,0,False,False,True,False,Milan
3db6e6e9-c13a-eb11-a813-000d3a20f014,Viale Cassala 57,9.1654806,45.4445417,0,False,False,True,False,Milan
86b33870-c33a-eb11-a813-000d3a20f014,Via Filippo Turati 30,9.1952902,45.4763965,0,False,False,True,False,Milan
fcde20df-c53a-eb11-a813-000d3a20f014,Via Fratelli Cervi 2,9.261.617,454.906.283,0,False,False,True,False,Segrate
54b6afd5-c63a-eb11-a813-000d3a20f014,Via Pola 11,9.1941916,45.4885672,0,False,False,True,False,Milan
120b9fc7-c83a-eb11-a813-000d3a20f014,Via San Raffaele 1,9.1912158,45.464821,0,False,False,True,False,Milan
b2608cb9-923b-eb11-a813-000d3a20f014,Versterkerstraat 6,5.190133,52.3496239,1,False,True,False,False,Almere
f9656fb1-993b-eb11-a813-000d3a20f014,Fritz-Vomfelde-Straße 34,6.7372376,51.2405764,0,False,False,True,False,Düsseldorf
0f765afb-b03b-eb11-a813-000d3a20f014,Waarderweg 33,4.6626687,52.3896285,0,False,False,True,False,Haarlem
6702b6ea-77f2-ea11-a815-000d3a20f014,Nieuwe Hemweg 2,,,1,,,,,Amsterdam
2977da9f-63f6-ea11-a815-000d3a20f014,Burgemeester Mollaan 34,5.4711659,51.4004688,0,False,False,True,False,Waalre
4fd463eb-baf9-ea11-a815-000d3a20f014,Breite Straße 27,6.7766431,51.2223093,0,False,False,True,False,Düsseldorf
eea66d73-b5e6-ea11-a817-000d3a20f014,Overschiestraat 180-1,,,1,,,,,Amsterdam
7cdd9cb7-71e8-ea11-a817-000d3a20f014,Breitenbachstraße 23,13.3096909,52.578753,0,False,False,True,False,Berlin
c5962bb8-506f-ea11-a811-000d3a20f58a,Große Bleichen 1-3,9.9912662,53.5535613,0,False,False,True,False,Hamburg
e379bb58-566f-ea11-a811-000d3a20f58a,Rheinstraße 22,,,1,,,,,Berlin
fc02d477-5a6f-ea11-a811-000d3a20f58a,Stolberger Straße 349,,,1,,,,,Köln
5b9896a5-7d6f-ea11-a811-000d3a20f58a,Nieuwe Herengracht 49,,,1,,,,,Amsterdam
347a54bd-ec77-ea11-a811-000d3a20f58a,Panamalaan 104,,,1,,,,,Amsterdam
244f4def-0178-ea11-a811-000d3a20f58a,Kerkenbos 10-53M,5.7797847,51.8249256,1,True,False,False,False,Nijmegen
efbf8165-0c78-ea11-a811-000d3a20f58a,Stationsplein 90,5.1122158,52.0898586,0,False,False,True,False,Utrecht
caa4aeeb-507a-ea11-a811-000d3a20f58a,Wijchenseweg 10,5.7857901,51.8239862,1,True,False,False,False,Nijmegen
7a38598e-627a-ea11-a811-000d3a20f58a,Am Thyssenhaus 1-3,7.00886,51.45035,0,False,False,True,False,Essen
aaa85dea-657a-ea11-a811-000d3a20f58a,Speelhuislaan 158,47.694.678,516.007.418,0,True,True,False,False,Breda
067db884-6e7a-ea11-a811-000d3a20f58a,Naritaweg 70,,,1,,,,,Amsterdam
8a63332d-cb71-eb11-a812-000d3a214e4a,54 Rue Greneta,2.3480234,48.8655749,0,False,False,True,False,Paris
8c1fe416-cc71-eb11-a812-000d3a214e4a,5 Rue du Cloître Saint-Merri,2.3514352,48.8589707,0,False,False,True,False,Paris
01809fcf-dd71-eb11-a812-000d3a214e4a,Rue du Fort Wallis 2,6.134.518,496.043.789,0,False,False,True,False,Luxembourg
c3cf0834-f271-eb11-a812-000d3a214e4a,38 Rue de Ponthieu,2.3080151,48.8713777,1,False,False,True,False,Paris
24045654-f371-eb11-a812-000d3a214e4a,21 Rue Bréguet,2.3741735,48.8578558,0,False,False,True,False,Paris
5eabd878-f471-eb11-a812-000d3a214e4a,83-87 Avenue d'Italie,2.3583592,48.824174,0,False,False,True,False,Paris
8ab33186-f671-eb11-a812-000d3a214e4a,14 Rue Delambre,2.3280354,48.8418029,0,False,False,True,False,Paris
737f0a8b-f871-eb11-a812-000d3a214e4a,59 Boulevard Exelmans,2.2610485,48.8424193,0,False,False,True,False,Paris
5fc9708b-f971-eb11-a812-000d3a214e4a,58-60 Avenue de la Grande Armée,2.2867843,48.8767841,0,False,False,True,False,Paris
29d7f347-fa71-eb11-a812-000d3a214e4a,27 Rue des Renaudes,2.2979531,48.8805209,0,False,False,True,False,Paris
9654fc1d-fb71-eb11-a812-000d3a214e4a,12 Rue Maurice Grimaud,2.3372163,48.9002946,1,False,False,True,False,Paris
a020662e-fc71-eb11-a812-000d3a214e4a,24 Boulevard Gallieni,22.669.293,488.325.708,0,False,False,True,False,Issy-les-Moulineaux
7d0e4848-fd71-eb11-a812-000d3a214e4a,22 Place des Vosges,22.472.822,488.914.012,0,False,False,True,False,Courbevoie
5d1b39eb-fd71-eb11-a812-000d3a214e4a,83 Rue Gabriel Péri,23.150.648,488.191.793,1,False,False,True,False,Montrouge
f1155f7a-ff71-eb11-a812-000d3a214e4a,58 Rue de la Victoire,2.334346,48.8752277,0,False,False,True,False,Paris
7ddcf777-0072-eb11-a812-000d3a214e4a,120 Avenue Ledru Rollin,2.3777811,48.8536769,1,False,False,True,False,Paris
568c6d3d-0172-eb11-a812-000d3a214e4a,83 Rue de Ménilmontant,2.3900225,48.8689213,1,False,False,True,False,Paris
73e3a4ff-0372-eb11-a812-000d3a214e4a,94 rue des Sorins,,,1,,,,,Montreuil
