productid,name,fl_drupallongitude,fl_drupallatitude,statecode,fl_drupaltypeemptyspaceconventional,fl_drupaltypemanagedoffice,fl_drupaltypeservicedoffice,fl_drupalservicesfullyfurnished,new_region
c59a3707-030a-e511-80e0-001bc640e636,Olof Palmestraat 12,4.3761254,52.0143117,1,True,True,True,False,Delft
c79a3707-030a-e511-80e0-001bc640e636,Wolwevershaven 30,,,1,,,,,Dordrecht
c99a3707-030a-e511-80e0-001bc640e636,Italielaan 33,,,1,,,,,Zoetermeer
cb9a3707-030a-e511-80e0-001bc640e636,Limburglaan 5,,,1,,,,,Maastricht
cd9a3707-030a-e511-80e0-001bc640e636,Jupiterstraat 51-69,,,1,,,,,Hoofddorp
d19a3707-030a-e511-80e0-001bc640e636,Saturnusstraat 17 -23,,,1,,,,,Hoofddorp
d39a3707-030a-e511-80e0-001bc640e636,President Kennedylaan 104-108,,,1,,,,,Velp
d79a3707-030a-e511-80e0-001bc640e636,Paardeweide 2-4,,,1,,,,,Breda
d99a3707-030a-e511-80e0-001bc640e636,Dr. Holtroplaan 3,,,1,,,,,Eindhoven
db9a3707-030a-e511-80e0-001bc640e636,Ekkersrijt 4002-4012,,,1,,,,,Son
dd9a3707-030a-e511-80e0-001bc640e636,Nieuwendijk 49,,,1,,,,,Geldrop
df9a3707-030a-e511-80e0-001bc640e636,Panovenweg 1-42,,,1,,,,,Helmond
e19a3707-030a-e511-80e0-001bc640e636,Europalaan 6,,,1,,,,,Den Bosch
e39a3707-030a-e511-80e0-001bc640e636,Stationsstraat 1-15,,,1,,,,,Helmond
e59a3707-030a-e511-80e0-001bc640e636,Pascalstraat 15,,,1,,,,,Ede
e79a3707-030a-e511-80e0-001bc640e636,Vendelier 59,,,1,,,,,Veenendaal
e99a3707-030a-e511-80e0-001bc640e636,Schipholweg 13-15,,,1,,,,,Leiden
eb9a3707-030a-e511-80e0-001bc640e636,Haagse Schouwweg 6,,,1,,,,,Leiden
ed9a3707-030a-e511-80e0-001bc640e636,Fleminglaan 12,,,1,,,,,Rijswijk
ef9a3707-030a-e511-80e0-001bc640e636,Roald Amundsenstraat 34,,,1,,,,,Emmen
f19a3707-030a-e511-80e0-001bc640e636,Televisieweg 81- 83,,,1,,,,,Almere
f59a3707-030a-e511-80e0-001bc640e636,Leidse Rijn 2-16,,,1,,,,,De Meern
f79a3707-030a-e511-80e0-001bc640e636,Bitgumerdyk 1,,,1,,,,,Leeuwarden
f99a3707-030a-e511-80e0-001bc640e636,Atoomweg 2,,,1,,,,,Hoorn
fb9a3707-030a-e511-80e0-001bc640e636,Stationsplein 8-K,,,1,,,,,Maastricht
fd9a3707-030a-e511-80e0-001bc640e636,Groesbeekseweg 246b,5.8734745,51.8307114,1,False,True,False,False,Nijmegen
ff9a3707-030a-e511-80e0-001bc640e636,Parallelweg 30,,,1,,,,,Den Bosch
019b3707-030a-e511-80e0-001bc640e636,Middelweg 25,,,1,,,,,Beek
039b3707-030a-e511-80e0-001bc640e636,Dr. Nolenslaan 157,,,1,,,,,Sittard
059b3707-030a-e511-80e0-001bc640e636,Nieuw Eyckholt 290 - 292,,,1,,,,,Heerlen
079b3707-030a-e511-80e0-001bc640e636,Snellius 1,,,1,,,,,Heerlen
099b3707-030a-e511-80e0-001bc640e636,Rijksweg 75,,,1,,,,,Berg en Terblijt
0b9b3707-030a-e511-80e0-001bc640e636,Rijksweg 75a,,,1,,,,,Maastricht
0f9b3707-030a-e511-80e0-001bc640e636,Koningin Wilhelminaplein 8-10,,,1,,,,,Amsterdam
119b3707-030a-e511-80e0-001bc640e636,Marinus van Meelweg 15,,,1,,,,,Eindhoven
139b3707-030a-e511-80e0-001bc640e636,Ekkersrijt 4002,,,1,,,,,Eindhoven
159b3707-030a-e511-80e0-001bc640e636,De Waal 30-36,,,1,,,,,Best
179b3707-030a-e511-80e0-001bc640e636,Heuvellaan 2,,,1,,,,,Gouda
199b3707-030a-e511-80e0-001bc640e636,Hoge Mosten 16,,,1,,,,,Breda
1b9b3707-030a-e511-80e0-001bc640e636,Stationstraat 45-50,,,1,,,,,Heerlen
1d9b3707-030a-e511-80e0-001bc640e636,Weena Zuid 130,4.4751721,51.9231418,1,False,True,True,False,Rotterdam
1f9b3707-030a-e511-80e0-001bc640e636,W.G. Plein 100-873,4.871133,52.3644153,0,True,False,False,False,Amsterdam
219b3707-030a-e511-80e0-001bc640e636,Hillegomstraat 12-14,4.8486568,52.3522794,0,True,False,False,False,Amsterdam
239b3707-030a-e511-80e0-001bc640e636,Calandstraat 1-35,,,1,,,,,Den Haag
259b3707-030a-e511-80e0-001bc640e636,Joseph Ledelstraat 20-132,4.2909662,52.0773578,0,False,False,True,False,The Hague
279b3707-030a-e511-80e0-001bc640e636,Wethouder Beversstraat 185,,,1,,,,,Enschede
299b3707-030a-e511-80e0-001bc640e636,Henri ter Hallsingel 68,,,1,,,,,Rijswijk
2b9b3707-030a-e511-80e0-001bc640e636,Stadsring 181,,,1,,,,,Amersfoort
2d9b3707-030a-e511-80e0-001bc640e636,Ringbaan Zuid 8,,,1,,,,,Zevenaar
2f9b3707-030a-e511-80e0-001bc640e636,Planetenweg 11-41,,,1,,,,,Hoofddorp
319b3707-030a-e511-80e0-001bc640e636,Van Helmontstraat 17-23,4.4305115,51.9106504,0,False,False,True,False,Rotterdam
339b3707-030a-e511-80e0-001bc640e636,Arnhemseweg 6,5.3860501,52.1519243,1,False,False,True,False,Amersfoort
359b3707-030a-e511-80e0-001bc640e636,Westblaak 131-143,,,1,,,,,Rotterdam
379b3707-030a-e511-80e0-001bc640e636,Stationsplein 91,5.294725,51.6908972,0,False,False,True,False,s-Hertogenbosch
399b3707-030a-e511-80e0-001bc640e636,Burgemeester van Lierplein 65,,,1,,,,,Vlaardingen
3b9b3707-030a-e511-80e0-001bc640e636,Nieuwe Langeweg 51,4.3709202,51.8697256,0,True,False,False,False,Hoogvliet Rotterdam
3d9b3707-030a-e511-80e0-001bc640e636,Bredewater 16,4.4771436,52.0536519,1,True,True,False,False,Zoetermeer
3f9b3707-030a-e511-80e0-001bc640e636,Planetenbaan 28-99,,,1,,,,,Maarssen
419b3707-030a-e511-80e0-001bc640e636,Hambakenwetering 10,,,1,,,,,Den Bosch
439b3707-030a-e511-80e0-001bc640e636,Koraalrood 70-90,,,1,,,,,Zoetermeer
459b3707-030a-e511-80e0-001bc640e636,Stationsplein 1-37,5.3722263,52.1530771,0,True,True,False,False,Amersfoort
479b3707-030a-e511-80e0-001bc640e636,Fultonbaan 70,,,1,,,,,Nieuwegein
499b3707-030a-e511-80e0-001bc640e636,Entrada 501,,,1,,,,,Amsterdam
4b9b3707-030a-e511-80e0-001bc640e636,Linie 580-596,,,1,,,,,Apeldoorn
4d9b3707-030a-e511-80e0-001bc640e636,Vossenstraat 6,,,1,,,,,Arnhem
4f9b3707-030a-e511-80e0-001bc640e636,Jansbuitensingel 20,,,1,,,,,Arnhem
ce8c91db-830a-e511-80e0-001bc640e636,Maarssenbroeksedijk 41,,,1,,,,,Utrecht
dabc3a26-840a-e511-80e0-001bc640e636,Daviottenweg 40,5.2800176,51.6954539,1,True,False,False,False,'s-Hertogenbosch
86e2a151-db0d-e511-80e0-001bc640e636,De Ruijterkade,,,1,,,,,Amsterdam
85a3409a-b40e-e511-80e0-001bc640e636,Baltesakker 19-21,,,1,,,,,Eindhoven
6f4b544e-b60e-e511-80e0-001bc640e636,Nieuwesluisweg 200,,,1,,,,,Rotterdam
d62c7674-500f-e511-80e0-001bc640e636,Binnensingel 3,,,1,,,,,Deventer
c7f1859d-640f-e511-80e0-001bc640e636,Evert van de Beekstraat 104,47.520.301,523.054.656,0,False,True,True,False,Schiphol
288d4896-730f-e511-80e0-001bc640e636,Damrak 83A,,,1,,,,,Amsterdam
02406998-800f-e511-80e0-001bc640e636,Warmoesstraat 149-151,,,1,,,,,Amsterdam
00fb86d7-3e10-e511-80e0-001bc640e636,Madame Curielaan 6,,,1,,,,,Rijswijk
c231cc4d-3f10-e511-80e0-001bc640e636,Wethouder van Eschstraat 1,,,1,,,,,Oss
66661ecc-4010-e511-80e0-001bc640e636,Honthorststraat 20,,,1,,,,,Amsterdam
337ecd32-6d13-e511-80e0-001bc640e636,Rivium Quadrant 141-181,,,1,,,,,Capelle aan den IJssel
614a087c-0114-e511-80e0-001bc640e636,Papland 12,,,1,,,,,Gorinchem
e041dcbd-d014-e511-80e0-001bc640e636,Olympisch Stadion 30-36,,,1,,,,,Amsterdam
52ba1f6a-e014-e511-80e0-001bc640e636,Claude Debussylaan 46,,,1,,,,,Amsterdam
ff339315-e814-e511-80e0-001bc640e636,Bakkenzuigerstraat 30,52.727.036,524.042.478,1,True,False,False,False,Almere
57d7ce1b-f414-e511-80e0-001bc640e636,Oude Apeldoornseweg 48,,,1,,,,,Apeldoorn
cff26395-d618-e511-80e0-001bc640e636,Tolnasingel 6-16,,,1,,,,,Bodegraven
cc66c424-d718-e511-80e0-001bc640e636,Vareseweg 31,,,1,,,,,Rotterdam
d617e319-d818-e511-80e0-001bc640e636,Bredaseweg 113,,,1,,,,,Etten-Leur
45aa31db-9719-e511-80e0-001bc640e636,Bruningweg 23,59.425.474,519.753.085,1,True,True,True,False,Arnhem
96517d7f-a819-e511-80e0-001bc640e636,Zuidzijde Haven 39,,,1,,,,,Bergen op Zoom
719c6e19-4d1a-e511-80e0-001bc640e636,Stationsweg 71,,,1,,,,,Ede
5238fe30-141b-e511-80e0-001bc640e636,Burgemeester Elsenlaan 321,,,1,,,,,Rijswijk
0d8af5bb-1f1b-e511-80e0-001bc640e636,Marshallweg 13-17,,,1,,,,,Rotterdam
b4ec3fac-371e-e511-80e0-001bc640e636,Koekoeksweg 3,,,1,,,,,'t Harde
62cffba1-3a1f-e511-80e0-001bc640e636,Stationsplein 99,,,1,,,,,Heerhugowaard
e6e27b0b-de1f-e511-80e0-001bc640e636,Koningin Wilhelminaplein 12-14,,,1,,,,,Amsterdam
feb1b861-fb1f-e511-80e0-001bc640e636,Gustav Mahlerplein 2,4.8723915,52.3377672,0,False,False,True,True,Amsterdam
6d80a56c-9220-e511-80e0-001bc640e636,Hagedoornplein 2,,,1,,,,,Amsterdam
4a8c1ede-ca20-e511-80e0-001bc640e636,Legmeerdijk 276,4.7981757,52.2629162,1,False,True,False,False,Amstelveen
e9a14e97-b724-e511-80e2-001bc640e636,Kouvenderstraat 101,,,1,,,,,Hoensbroek
911e3a6d-4625-e511-80e2-001bc640e636,Lokkerdreef 35,,,1,,,,,Etten-Leur
c95bb9f0-4b25-e511-80e2-001bc640e636,Newtonweg 14,,,1,,,,,Spijkenisse
7de7590a-5125-e511-80e2-001bc640e636,Parmentierstraat 6-6a,,,1,,,,,Hoogeveen
2bed025a-5725-e511-80e2-001bc640e636,De Parelvisserslaan 1,,,1,,,,,Amstelveen
36ec6e86-7825-e511-80e2-001bc640e636,Noordersluisweg 1,,,1,,,,,Lelystad
01a39d4d-1726-e511-80e2-001bc640e636,Veraartlaan 12,,,1,,,,,Rijswijk
11110219-3126-e511-80e2-001bc640e636,Laan van Nieuw Oost Indië 123-125-127,,,1,,,,,Den Haag
1ade2a65-4126-e511-80e2-001bc640e636,Vossenkoog 10,,,1,,,,,Alkmaar
a3bad8d3-5126-e511-80e2-001bc640e636,Utrechtseweg 47,,,1,,,,,Hilversum
47f3085a-5d29-e511-80e3-001bc640e636,Curieweg 4-4a,,,1,,,,,Zwolle
9458097a-6829-e511-80e3-001bc640e636,Kaldenkerkerweg 20,,,1,,,,,Venlo
b7bde755-6c29-e511-80e3-001bc640e636,Herengracht 575-577,,,1,,,,,Amsterdam
d24e4e09-012a-e511-80e3-001bc640e636,Lange Dreef 13,,,1,,,,,Vianen
9902f27a-052a-e511-80e3-001bc640e636,Olmenlaan 6,,,1,,,,,Leusden
42eaef83-0e2a-e511-80e3-001bc640e636,Dokter van Deenweg 130-138,,,1,,,,,Zwolle
335b1baa-2e2a-e511-80e3-001bc640e636,Colosseum 2,,,1,,,,,Enschede
b0fc4194-352a-e511-80e3-001bc640e636,Brouwerijstraat 1,,,1,,,,,Enschede
9b3c3758-ca2a-e511-80e3-001bc640e636,Wisselweg 1,,,1,,,,,Almere
7e45e011-d32a-e511-80e3-001bc640e636,Randstad 2203 - 2215,,,1,,,,,Almere
6ad2c948-da2a-e511-80e3-001bc640e636,Luidsprekerstraat 2 - 24,,,1,,,,,Almere
499452ff-b12b-e511-80e3-001bc640e636,Hoogstraat 117-B,,,1,,,,,Rotterdam
dfef3e68-b72b-e511-80e3-001bc640e636,Hoogstraat 24A,,,1,,,,,Rotterdam
f892fd1c-ba2b-e511-80e3-001bc640e636,Pannekoekstraat 42A,,,1,,,,,Rotterdam
e4416552-c12b-e511-80e3-001bc640e636,Schieweg 84A,,,1,,,,,Rotterdam
a492cdf9-c82e-e511-80e3-001bc640e636,Eemsgolaan 7,,,1,,,,,Groningen
3abe741a-e12e-e511-80e3-001bc640e636,Hogeweg 87-93,,,1,,,,,Zaltbommel
05f6eb0e-f22e-e511-80e3-001bc640e636,Hengelosestraat 581-583,,,1,,,,,Enschede
7a67c207-7e2f-e511-80e3-001bc640e636,Ettenseweg 2,,,1,,,,,Roosendaal
4cee2484-882f-e511-80e3-001bc640e636,Morsestraat 8,,,1,,,,,Tiel
8d99b088-4c30-e511-80e3-001bc640e636,Kerkenbos 1037,5.78137,51.825028,0,False,False,True,False,Nijmegen
aeb348c8-5430-e511-80e3-001bc640e636,Planetenbaan 104-119,,,1,,,,,Maarssen
a4f3a4e9-5b30-e511-80e3-001bc640e636,Dukatenburg 99-105,,,1,,,,,Nieuwegein
21b4bb41-7130-e511-80e3-001bc640e636,Maasweg 8-19,,,1,,,,,Maassluis
1afed54f-8430-e511-80e3-001bc640e636,Oude Delft 207,,,1,,,,,Delft
d12e2c84-2031-e511-80e3-001bc640e636,Wisselweg 33,5.2137442,52.3769362,1,False,True,True,False,Almere
35fa3ecb-cc35-e511-80e3-001bc640e636,Eerste Jacob van Campenstraat 59,,,1,,,,,Amsterdam
c068e7fe-c639-e511-80e5-001bc640e636,Stationsplein 26,,,1,,,,,Nijmegen
68d4b994-8a3a-e511-80e6-001bc640e636,Menno Simonszweg 101,,,1,,,,,Haarlem
ad15f342-9a3a-e511-80e6-001bc640e636,Kennemerplein 20,4.640.308,523.883.495,0,False,False,True,False,Haarlem
1a5f2be8-bc3a-e511-80e6-001bc640e636,Kabelweg 57,,,1,,,,,Amsterdam
27de5bda-6b3f-e511-80e6-001bc640e636,Gildenbroederslaan 2,,,1,,,,,Doetinchem
fdfa1713-6f3f-e511-80e6-001bc640e636,Mathildastraat 50,,,1,,,,,Oosterhout
18e52797-0040-e511-80e6-001bc640e636,Meentwal 15,,,1,,,,,Nieuwegein
05c80023-0740-e511-80e6-001bc640e636,Brassersplein 2,,,1,,,,,Delft
b7c2ee20-0b40-e511-80e6-001bc640e636,Duitslandlaan 440,,,1,,,,,Zoetermeer
dc77756e-1440-e511-80e6-001bc640e636,Fultonbaan 80,,,1,,,,,Nieuwegein
6e57a966-ce40-e511-80e6-001bc640e636,Lange Noordstraat 48,,,1,,,,,Middelburg
44fca0cc-da40-e511-80e6-001bc640e636,De Blankenstraat 410,,,1,,,,,Amsterdam
0d79b9d3-cc41-e511-80e6-001bc640e636,Passeerdersstraat,,,1,,,,,Amsterdam
2d9985be-aa45-e511-80e6-001bc640e636,Overtoom 197-I,,,1,,,,,Amsterdam
875bdc22-5246-e511-80e6-001bc640e636,Brugwachter 3-5,4.4968245,51.9410436,0,True,False,False,False,Rotterdam
f6046c16-5746-e511-80e6-001bc640e636,Seinhuiswachter 1-20,,,1,,,,,Rotterdam
23ab9b2f-5c46-e511-80e6-001bc640e636,Overwegwachter 4,4.4961128,51.9416477,0,False,True,False,False,Rotterdam
79d04c28-6746-e511-80e6-001bc640e636,Brugwachter 11,4.4963477,51.9409719,0,False,True,True,False,Rotterdam
eedfce37-2e47-e511-80e6-001bc640e636,Nikkelstraat 21-39,,,1,,,,,Rotterdam
9bad3c0a-3947-e511-80e6-001bc640e636,Bosscheweg 67,,,1,,,,,Drunen
70b09479-4947-e511-80e6-001bc640e636,Arthur van Schendelstraat 650,5.1175419,52.0823329,0,False,True,True,False,Utrecht
61255650-5147-e511-80e6-001bc640e636,Arlandaweg 100,,,1,,,,,Amsterdam
9dd9286b-6347-e511-80e6-001bc640e636,De Cuserstraat 93,4.8582245,52.3233174,0,True,False,False,False,Amsterdam
c1a3a06a-3b4a-e511-80e6-001bc640e636,De Entree 230-260,4.9409277,52.3100817,0,False,False,True,True,Amsterdam
a9bb1e84-504a-e511-80e6-001bc640e636,Weesperstraat 61-105,4.9061374,52.3650429,0,False,False,True,True,Amsterdam
c0a04bdc-6e4a-e511-80e6-001bc640e636,Seinhuiswachter 2,4.4969803,51.9415109,0,False,True,False,False,Rotterdam
4e37dd46-754a-e511-80e6-001bc640e636,Kievitsven 22,,,1,,,,,Rosmalen
2afa20d8-054b-e511-80e6-001bc640e636,Groene Hilledijk 209,,,1,,,,,Rotterdam
6fd403ae-cc4b-e511-80e6-001bc640e636,Marten Meesweg 8-10,4.5564524,51.9525732,0,True,True,True,False,Rotterdam
c1e7a370-c94f-e511-80e6-001bc640e636,Wilgenweg,,,1,,,,,Amsterdam
07db3506-d84f-e511-80e6-001bc640e636,Radarweg 501-545,4.8354511,52.3855733,0,True,False,False,False,Amsterdam
8a600855-e74f-e511-80e6-001bc640e636,Papendorpseweg 95,,,1,,,,,Utrecht
0e4b97c2-f24f-e511-80e6-001bc640e636,Oliemolenstraat 60,,,1,,,,,Heerlen
54d9dd0c-8650-e511-80e6-001bc640e636,Kalvermarkt 53,4.3185397,52.0784322,0,False,False,True,False,The Hague
8484311a-b350-e511-80e6-001bc640e636,Baarnsche Dijk 4d,,,1,,,,,Baarn
65f547a5-bb50-e511-80e6-001bc640e636,Diakenhuisweg 39,,,1,,,,,Haarlem
ff41eed4-3f55-e511-80e6-001bc640e636,Fahrenheitstraat 99,,,1,,,,,Amsterdam
7da0358e-5455-e511-80e6-001bc640e636,Amstelveenseweg 646,,,1,,,,,Amsterdam
bd29c6a3-5f55-e511-80e6-001bc640e636,Hogehilweg 19,4.9481408,52.3074231,0,True,True,True,True,Amsterdam
ca6e8322-0356-e511-80e6-001bc640e636,Oudezijds Achterburgwal 63,,,1,,,,,Amsterdam
ccbb6d4d-0a57-e511-80e6-001bc640e636,Sophialaan 5,,,1,,,,,Utrecht
79c4886a-5e60-e511-80e8-001bc640e636,Soestdijkseweg Zuid 251A,,,1,,,,,Bilthoven
5133745d-6560-e511-80e8-001bc640e636,Planetenbaan 2,,,1,,,,,Bilthoven
0e3b8128-f165-e511-80e8-001bc640e636,Keizerstraat 13,,,1,,,,,Deventer
538d8c3a-f665-e511-80e8-001bc640e636,Oudeweg 8,,,1,,,,,Haarlem
627ea2d0-8866-e511-80e8-001bc640e636,Willemsvaart 16,,,1,,,,,Zwolle
d78e6729-9166-e511-80e8-001bc640e636,Deccaweg 38,,,1,,,,,Amsterdam
c4afec57-b366-e511-80e8-001bc640e636,Landjuweel 16-6 16-7,,,1,,,,,Veenendaal
36caffb0-b866-e511-80e8-001bc640e636,Zwarteweg 30,,,1,,,,,Leusden
8147d4a7-bc66-e511-80e8-001bc640e636,Curieweg 7,,,1,,,,,Spijkenisse
ef240e21-476b-e511-80e8-001bc640e636,Wateringweg 109,,,1,,,,,Haarlem
4dc73f28-5b6b-e511-80e8-001bc640e636,Herenweg 165,,,1,,,,,Rijnsaterwoude
f7e198ec-6b6b-e511-80e8-001bc640e636,Joop Geesinkweg 201-224,4.9307226,52.3341456,0,False,True,False,False,Amsterdam
a38d61aa-f26c-e511-80e8-001bc640e636,Stationsplein 1,,,1,,,,,Sittard
c234ec88-fa6c-e511-80e8-001bc640e636,Barentszplein 6 B,,,1,,,,,Amsterdam
328bc832-bc70-e511-80e8-001bc640e636,Hofplein 20,4.4788664,51.9252166,0,False,False,True,False,Rotterdam
22b4c949-c570-e511-80e8-001bc640e636,Botersloot 9E,,,1,,,,,Rotterdam
471bd060-f370-e511-80e8-001bc640e636,Rietlandpark 275-307,,,1,,,,,Amsterdam
3a2d7049-6a72-e511-80e8-001bc640e636,Flight Forum 120-164,5.4015875,51.4535043,1,False,False,True,False,Eindhoven
c6160a29-8872-e511-80e8-001bc640e636,Nieuwe Tielseweg 28,,,1,,,,,Tiel
ef8672d1-8972-e511-80e8-001bc640e636,Groot Loo 2a,,,1,,,,,Hilvarenbeek
eba28bfa-5b76-e511-80e9-001bc640e636,Stationsplein 4H,,,1,,,,,Zwijndrecht
2c8a90a7-6a76-e511-80e9-001bc640e636,IJburglaan 799,,,1,,,,,Amsterdam
745b4570-3577-e511-80e9-001bc640e636,Luijbenstraat 21,,,1,,,,,Den Bosch
04455859-d477-e511-80e9-001bc640e636,Produktieweg 1,,,1,,,,,Roermond
07ab9b81-d977-e511-80e9-001bc640e636,Gelrestraat 81,,,1,,,,,Echt
785eb7d3-e377-e511-80e9-001bc640e636,Ostadestraat 3,,,1,,,,,Haarlem
3ea222eb-ec77-e511-80e9-001bc640e636,Industrieweg 3,,,1,,,,,Vlissingen
7cc652b4-b078-e511-80e9-001bc640e636,Plompetorengracht 24,,,1,,,,,Utrecht
921fb74e-b77c-e511-80ea-001bc640e636,Prinsen Bolwerk 1,,,1,,,,,Haarlem
4ce2faa2-3882-e511-80ea-001bc640e636,Willemsplein 27,,,1,,,,,Arnhem
5d6fff61-3c82-e511-80ea-001bc640e636,Eusebiusbuitensingel 32,,,1,,,,,Arnhem
98f1689c-3e82-e511-80ea-001bc640e636,Utrechtseweg 72,,,1,,,,,Arnhem
fd92c45b-9e83-e511-80ea-001bc640e636,Haagweg 117,,,1,,,,,Rijswijk
2b3129ac-6684-e511-80ea-001bc640e636,Sloterweg 303A,,,1,,,,,Badhoevedorp
b0e11692-bd87-e511-80ea-001bc640e636,Burgemeester de Raadtsingel 63,,,1,,,,,Dordrecht
304b621b-be87-e511-80ea-001bc640e636,Antoniuslaan 1,,,1,,,,,Hendrik Ido Ambacht
3d08fb1e-5188-e511-80ea-001bc640e636,Panamalaan 1-8,4.9335109,52.3669712,0,False,True,False,False,Amsterdam
66763bb7-6688-e511-80ea-001bc640e636,Churchilllaan 11,,,1,,,,,Utrecht
b0d447f6-6d88-e511-80ea-001bc640e636,Zutphenseweg 51,,,1,,,,,Deventer
6c195541-7188-e511-80ea-001bc640e636,Demmersweg 41-47,,,1,,,,,Hengelo
e9300075-0e8d-e511-80ea-001bc640e636,IJburglaan 628-654,4.990684,52.3572753,0,False,True,False,False,Amsterdam
df8cd7f7-0e8d-e511-80ea-001bc640e636,Van Gijnstraat 22,,,1,,,,,Rijswijk
9a0a247f-458d-e511-80ea-001bc640e636,Vismarkt 11,,,1,,,,,Utrecht
0018bb4d-478d-e511-80ea-001bc640e636,Adelbert van Scharnlaan 171,,,1,,,,,Maastricht
4354eb48-ed94-e511-80eb-001bc640e636,Marinestraat 19A,,,1,,,,,Rotterdam
1e1f7cf4-2195-e511-80eb-001bc640e636,SugarCity Ring SugarCity Ring,47.455.895,523.852.304,0,True,True,True,False,Halfweg
a97a5776-9c99-e511-80ec-001bc640e636,Edvard Munchweg 16,,,1,,,,,Almere
9385cc75-b299-e511-80ec-001bc640e636,Schippersgracht 1-3,,,1,,,,,Amsterdam
6ca0dd21-d799-e511-80ec-001bc640e636,Spoetnik 42,,,1,,,,,Amersfoort
b8f68634-9d9a-e511-80ec-001bc640e636,Impuls 9,,,1,,,,,Purmerend
42a39bfd-f49c-e511-80ec-001bc640e636,Utrechtseweg 61,,,1,,,,,Amersfoort
4a775924-e69f-e511-80ec-001bc640e636,Donker Curtiusstraat 7,,,1,,,,,Amsterdam
92891fff-ec9f-e511-80ec-001bc640e636,Griendstraat 6J,,,1,,,,,Krimpen aan den IJssel
bd7021bf-09a0-e511-80ec-001bc640e636,Randstad 21-08 BG,,,1,,,,,Almere
4e1c4075-0aa0-e511-80ec-001bc640e636,Heresingel 12,,,1,,,,,Groningen
7ccf1656-1aa0-e511-80ec-001bc640e636,Slotermeerlaan 69,4.8190145,52.376928,0,False,True,False,False,Amsterdam
0d0a2827-d1a3-e511-80ed-001bc640e636,Trasmolenlaan 5,,,1,,,,,Woerden
98a52d53-d5a3-e511-80ed-001bc640e636,Zernikepark 4,,,1,,,,,Groningen
3a180ca5-44aa-e511-80ed-001bc640e636,Amstel 62,4.896291,52.3669161,0,False,True,False,True,Amsterdam
058803f6-44aa-e511-80ed-001bc640e636,Herengracht 420,4.8875277,52.3667995,0,False,False,True,False,Amsterdam
d600fc96-7ebb-e511-80ee-001bc640e636,Wibautstraat 135-139,4.9177689,52.3495806,0,False,False,True,False,Amsterdam
0a327419-7fbb-e511-80ee-001bc640e636,Herengracht 495,4.8913767,52.3656815,0,False,True,False,False,Amsterdam
3a1512a3-29c0-e511-80ef-001bc640e636,Margrietstraat 14-16,,,1,,,,,Waalwijk
bd1c8d90-53c0-e511-80ef-001bc640e636,Amerikaweg 2,,,1,,,,,Assen
30acfdb1-9ec6-e511-80ef-001bc640e636,Vosselmanstraat 260,,,1,,,,,Apeldoorn
cad69324-9fc6-e511-80ef-001bc640e636,Hollandse Kade 7,,,1,,,,,Amsterdam Zuidoost
2965164e-a2c6-e511-80ef-001bc640e636,Emmastraat 40,,,1,,,,,Amsterdam
51055f9f-c0c9-e511-80f0-001bc640e636,Zeemanstraat 7A,,,1,,,,,Barendrecht
a07e207e-c1c9-e511-80f0-001bc640e636,Pascalstraat 18,,,1,,,,,Ede
1b3d1d23-c2c9-e511-80f0-001bc640e636,Huizermaatweg 560 en 584,,,1,,,,,Huizen
922381b1-c2c9-e511-80f0-001bc640e636,Ronde Tocht 1,,,1,,,,,Zaandam
a15fcf64-c3c9-e511-80f0-001bc640e636,Kersenboogerd 3-5,,,1,,,,,Tiel
21680fde-c3c9-e511-80f0-001bc640e636,Archimedesbaan 13,5.1051725,52.0357985,1,False,True,False,False,Nieuwegein
7c53b039-c4c9-e511-80f0-001bc640e636,Laan van Westroijen 2G,,,1,,,,,Tiel
9814f9a1-c4c9-e511-80f0-001bc640e636,Koeweistraat 4,,,1,,,,,Waardenburg
f3e0d019-c5c9-e511-80f0-001bc640e636,Koeweistraat 8,,,1,,,,,Waardenburg
fca42eb9-cac9-e511-80f0-001bc640e636,Singel 105,,,1,,,,,Amsterdam
30bf61c5-19cb-e511-80f0-001bc640e636,Eudorinastraat 6,,,1,,,,,Amsterdam
260479bc-1dcb-e511-80f0-001bc640e636,Vlotbrugweg 8,,,1,,,,,Almere
fb838fe6-1ecb-e511-80f0-001bc640e636,Rivieradreef 6,,,1,,,,,Haarlem
54dc689c-20cb-e511-80f0-001bc640e636,Rivieradreef 53,,,1,,,,,Haarlem
0c84b2fd-34cb-e511-80f0-001bc640e636,Olmenlaan 159,,,1,,,,,Bussum
a2a6bb8e-4ccb-e511-80f0-001bc640e636,Zeemanstraat 9,,,1,,,,,Barendrecht
315ac9d9-4ccb-e511-80f0-001bc640e636,Huizermaatweg 584,,,1,,,,,Huizen
97cde72e-4dcb-e511-80f0-001bc640e636,Rivieraplein 1,,,1,,,,,Haarlem
0157c0a2-4dcb-e511-80f0-001bc640e636,Waterstraat 21a,,,1,,,,,Tiel
ea561eaa-4fcb-e511-80f0-001bc640e636,Heuvelstraat 107,,,1,,,,,Tilburg
1d6ffec5-55cb-e511-80f0-001bc640e636,Stationsweg 21,,,1,,,,,Den Bosch
b31fdf0b-56cb-e511-80f0-001bc640e636,Flevostraat 10,,,1,,,,,Almere
ccaf92f1-57cb-e511-80f0-001bc640e636,Stationsstraat 29a,,,1,,,,,Assen
